Region,countryName,Coverage,CountryCode,SurveyTime,CPI_Time,DataType,SurveyMean_LCU,currency,source,SurveyID,SurveyMean_PPP,DistributionFileName,Comment
ECA,North Macedonia,National,MKD,2006,2006,x,7462.574382,,GPWG,MKDN2006x,,MKDN2006x.pcb,
ECA,North Macedonia,National,MKD,2008,2008,x,11076.11507,,GPWG,MKDN2008x,,MKDN2008x.pcb,
ECA,North Macedonia,National,MKD,2009,2009,y,6262.734644,,GPWG,MKDN2009y,,MKDN2009y.pcb,
ECA,North Macedonia,National,MKD,2010,2010,y,6353.587284,,GPWG,MKDN2010y,,MKDN2010y.pcb,
ECA,North Macedonia,National,MKD,2011,2011,y,6824.45003,,GPWG,MKDN2011y,,MKDN2011y.pcb,
ECA,North Macedonia,National,MKD,2012,2012,y,7091.26918,,GPWG,MKDN2012y,,MKDN2012y.pcb,
ECA,North Macedonia,National,MKD,2013,2013,y,7290.773469,,GPWG,MKDN2013y,,MKDN2013y.pcb,
ECA,North Macedonia,National,MKD,2014,2014,y,7741.708381,,GPWG,MKDN2014y,,MKDN2014y.pcb,
ECA,North Macedonia,National,MKD,2015,2015,y,8054.126021,,GPWG,MKDN2015y,,MKDN2015y.pcb,
ECA,North Macedonia,National,MKD,2016,2016,y,8517.200623,,GPWG,MKDN2016y,,MKDN2016y.pcb,
ECA,North Macedonia,National,MKD,2017,2017,y,8987.934591,,GPWG,MKDN2017y,,MKDN2017y.pcb,
ECA,North Macedonia,National,MKD,2018,2018,y,9361.752013,,GPWG,MKDN2018y,,MKDN2018y.pcb,
SSA,Mali,National,MLI,1994,1994,x,4998.784288,,GPWG,MLIN1994x,,MLIN1994x.pcb,
SSA,Mali,National,MLI,2001.08,2001,x,11854.38825,,GPWG,MLIN2001x,,MLIN2001x.pcb,
SSA,Mali,National,MLI,2006,2006,x,14453.39042,,GPWG,MLIN2006x,,MLIN2006x.pcb,
SSA,Mali,National,MLI,2009.89,2009,x,15627.79351,,GPWG,MLIN2009x,,MLIN2009x.pcb,
OHI,Malta,National,MLT,2006,2006,y,235.551323,,EU-SILC,MLTN2006y,,MLTN2006y.pcb,
OHI,Malta,National,MLT,2007,2007,y,259.948786,,EU-SILC,MLTN2007y,,MLTN2007y.pcb,
OHI,Malta,National,MLT,2008,2008,y,647.6919941,,EU-SILC,MLTN2008y,,MLTN2008y.pcb,
OHI,Malta,National,MLT,2009,2009,y,648.5065056,,EU-SILC,MLTN2009y,,MLTN2009y.pcb,
OHI,Malta,National,MLT,2010,2010,y,666.6232611,,EU-SILC,MLTN2010y,,MLTN2010y.pcb,
OHI,Malta,National,MLT,2011,2011,y,700.3103058,,EU-SILC,MLTN2011y,,MLTN2011y.pcb,
OHI,Malta,National,MLT,2012,2012,y,742.6476977,,EU-SILC,MLTN2012y,,MLTN2012y.pcb,
OHI,Malta,National,MLT,2013,2013,y,791.7973901,,EU-SILC,MLTN2013y,,MLTN2013y.pcb,
OHI,Malta,National,MLT,2014,2014,y,841.0718862,,EU-SILC,MLTN2014y,,MLTN2014y.pcb,
OHI,Malta,National,MLT,2015,2015,y,854.4420649,,EU-SILC,MLTN2015y,,MLTN2015y.pcb,
OHI,Malta,National,MLT,2016,2016,y,914.3715921,,EU-SILC,MLTN2016y,,MLTN2016y.pcb,
OHI,Malta,National,MLT,2017,2017,y,933.2467806,,EU-SILC,MLTN2017y,,MLTN2017y.pcb,
OHI,Malta,National,MLT,2018,2018,y,967.6879129,,EU-SILC,MLTN2018y,,MLTN2018y.pcb,
EAP,Myanmar,National,MMR,2015,2015,x,64448.41655,,GPWG,MMRN2015x,,MMRN2015x.pcb,
EAP,Myanmar,National,MMR,2017,2017,x,77157.11995,,GPWG,MMRN2017x,,MMRN2017x.pcb,
ECA,Montenegro,National,MNE,2005,2005,x,134.4961019,,GPWG,MNEN2005x,,MNEN2005x.pcb,
ECA,Montenegro,National,MNE,2006,2006,x,143.2791593,,GPWG,MNEN2006x,,MNEN2006x.pcb,
ECA,Montenegro,National,MNE,2007,2007,x,183.9123742,,GPWG,MNEN2007x,,MNEN2007x.pcb,
ECA,Montenegro,National,MNE,2008,2008,x,210.3255354,,GPWG,MNEN2008x,,MNEN2008x.pcb,
ECA,Montenegro,National,MNE,2009,2009,x,213.508087,,GPWG,MNEN2009x,,MNEN2009x.pcb,
ECA,Montenegro,National,MNE,2010,2010,x,194.2781429,,GPWG,MNEN2010x,,MNEN2010x.pcb,
ECA,Montenegro,National,MNE,2011,2011,x,197.8914836,,GPWG,MNEN2011x,,MNEN2011x.pcb,
ECA,Montenegro,National,MNE,2012,2012,x,193.3305746,,GPWG,MNEN2012x,,MNEN2012x.pcb,
ECA,Montenegro,National,MNE,2012,2012,y,188.3833134,,GPWG,MNEN2012y,,MNEN2012y.pcb,
ECA,Montenegro,National,MNE,2013,2013,x,200.8855761,,GPWG,MNEN2013x,,MNEN2013x.pcb,
ECA,Montenegro,National,MNE,2013,2013,y,190.9923564,,GPWG,MNEN2013y,,MNEN2013y.pcb,
ECA,Montenegro,National,MNE,2014,2014,x,209.5297593,,GPWG,MNEN2014x,,MNEN2014x.pcb,
ECA,Montenegro,National,MNE,2014,2014,y,196.487748,,GPWG,MNEN2014y,,MNEN2014y.pcb,
ECA,Montenegro,National,MNE,2015,2015,y,202.1343029,,GPWG,MNEN2015y,,MNEN2015y.pcb,
ECA,Montenegro,National,MNE,2016,2016,y,220.2227674,,GPWG,MNEN2016y,,MNEN2016y.pcb,
EAP,Mongolia,National,MNG,1995,1995,x,12314.62,,Last round,MNGN1995x,138.8,MONGOL95.T05,
EAP,Mongolia,National,MNG,1998,1998,x,18088.94,,Last round,MNGN1998x,92.94,MONGO98.T05,
EAP,Mongolia,National,MNG,2002.15,2002,x,36747.3679,,GPWG,MNGN2002x,,MNGN2002x.pcb,
EAP,Mongolia,National,MNG,2007.5,2007,x,100870.917,,GPWG,MNGN2007x,,MNGN2007x.pcb,
EAP,Mongolia,National,MNG,2010,2010,x,132064.2971,,GPWG,MNGN2010x,,MNGN2010x.pcb,
EAP,Mongolia,National,MNG,2011,2011,x,157595.712,,GPWG,MNGN2011x,,MNGN2011x.pcb,
EAP,Mongolia,National,MNG,2012,2012,x,207248.5079,,GPWG,MNGN2012x,,MNGN2012x.pcb,
EAP,Mongolia,National,MNG,2014,2014,x,268053.9956,,GPWG,MNGN2014x,,MNGN2014x.pcb,
EAP,Mongolia,National,MNG,2016,2016,x,236288.164,,GPWG,MNGN2016x,,MNGN2016x.pcb,
EAP,Mongolia,National,MNG,2018,2018,x,279911.5702,,GPWG,MNGN2018x,,MNGN2018x.pcb,
SSA,Mozambique,National,MOZ,1996.27,1996,x,176.5693819,,GPWG,MOZN1996x,,MOZN1996x.pcb,
SSA,Mozambique,National,MOZ,2002.5,2002,x,331.3707615,,GPWG,MOZN2002x,,MOZN2002x.pcb,
SSA,Mozambique,National,MOZ,2008.67,2008,x,731.0436248,,GPWG,MOZN2008x,,MOZN2008x.pcb,
SSA,Mozambique,National,MOZ,2014.44,2014,x,1392.527806,,GPWG,MOZN2014x,,MOZN2014x.pcb,
SSA,Mauritania,National,MRT,1987,1987,x,2472.5,,Last round,MRTN1987x,95.37,MAURIT87.T05,
SSA,Mauritania,National,MRT,1993,1993,x,4459.14,,Last round,MRTN1993x,110.82,MAURIT93.T05,
SSA,Mauritania,National,MRT,1995.57,1995,x,5777.129543,,GPWG,MRTN1995x,,MRTN1995x.pcb,
SSA,Mauritania,National,MRT,2000,2000,x,7841.280218,,GPWG,MRTN2000x,,MRTN2000x.pcb,
SSA,Mauritania,National,MRT,2004,2004,x,10641.34334,,GPWG,MRTN2004x,,MRTN2004x.pcb,
SSA,Mauritania,National,MRT,2008,2008,x,15747.32138,,GPWG,MRTN2008x,,MRTN2008x.pcb,
SSA,Mauritania,National,MRT,2014,2014,x,22278.65257,,GPWG,MRTN2014x,,MRTN2014x.pcb,
SSA,Mauritius,National,MUS,2006.5,2006,x,4768.868432,,GPWG,MUSN2006x,,MUSN2006x.pcb,
SSA,Mauritius,National,MUS,2012,2012,x,7223.05878,,GPWG,MUSN2012x,,MUSN2012x.pcb,
SSA,Mauritius,National,MUS,2017,2017,x,9043.553795,,GPWG,MUSN2017x,,MUSN2017x.pcb,
SSA,Malawi,National,MWI,1997.83,1997,x,1067.366512,,GPWG,MWIN1997x,,MWIN1997x.pcb,
SSA,Malawi,National,MWI,2004.23,2004,x,1759.105348,,GPWG,MWIN2004x,,MWIN2004x.pcb,
SSA,Malawi,National,MWI,2010.23,2010,x,4184.289602,,GPWG,MWIN2010x,,MWIN2010x.pcb,
SSA,Malawi,National,MWI,2016.31,2016,x,17083.27326,,GPWG,MWIN2016x,,MWIN2016x.pcb,
EAP,Malaysia,National,MYS,1984,1984,y,301.24,,Last round,MYSN1984y,378.71,MALAYS84.T05,
EAP,Malaysia,National,MYS,1987,1987,y,294.62,,Last round,MYSN1987y,365.35,MALAYS87.T05,
EAP,Malaysia,National,MYS,1989,1989,y,303.81,,Last round,MYSN1989y,357.3,MALAYS89.T05,
EAP,Malaysia,National,MYS,1992,1992,y,378.32,,Last round,MYSN1992y,396.57,MALAYS92.T05,
EAP,Malaysia,National,MYS,1995,1995,y,437.3,,Last round,MYSN1995y,412.6,MALAYS95.T05,
EAP,Malaysia,National,MYS,1997,1997,y,579.09,,Last round,MYSN1997y,514.27,MALAYS97.T05,
EAP,Malaysia,National,MYS,2003,2003,y,613.8069034,,GPWG,MYSN2003y,,MYSN2003y.pcb,
EAP,Malaysia,National,MYS,2006,2006,y,726.1125164,,GPWG,MYSN2006y,,MYSN2006y.pcb,
EAP,Malaysia,National,MYS,2008.25,2008,y,813.1712778,,GPWG,MYSN2008y,,MYSN2008y.pcb,
EAP,Malaysia,National,MYS,2011,2011,y,1049.876197,,GPWG,MYSN2011y,,MYSN2011y.pcb,
EAP,Malaysia,National,MYS,2013,2013,y,1242.480848,,GPWG,MYSN2013y,,MYSN2013y.pcb,
EAP,Malaysia,National,MYS,2015.88,2015,y,1484.930104,,GPWG,MYSN2015y,,MYSN2015y.pcb,
SSA,Namibia,National,NAM,1993.79,1993,y,296.77,,Last round,NAMN1993.79y,196.41,NAMIBI93.T05,
SSA,Namibia,National,NAM,2003.67,2003,x,711.4389815,,GPWG,NAMN2003x,,NAMN2003x.pcb,
SSA,Namibia,National,NAM,2009.54,2009,x,1133.578815,,GPWG,NAMN2009x,,NAMN2009x.pcb,
SSA,Namibia,National,NAM,2015.27,2015,x,2197.742851,,GPWG,NAMN2015x,,NAMN2015x.pcb,
SSA,Niger,National,NER,1992.85,1992,x,4794.25,,Last round,NERN1992.85x,47.31,NIGER92E.T05,
SSA,Niger,National,NER,1994.36,1994,x,5895.9,,Last round,NERN1994.36x,41.27,NER94.pcb,
SSA,Niger,National,NER,2005,2005,x,10395.03263,,GPWG,NERN2005x,,NERN2005x.pcb,
SSA,Niger,National,NER,2007.31,2007,x,11265.35105,,GPWG,NERN2007x,,NERN2007x.pcb,
SSA,Niger,National,NER,2011,2011,x,16351.51514,,GPWG,NERN2011x,,NERN2011x.pcb,
SSA,Niger,National,NER,2014,2014,x,18329.207,,GPWG,NERN2014x,,NERN2014x.pcb,
SSA,Nigeria,National,NGA,1985.25,1985,x,49.39,,Last round,NGAN1985.5x,80.69,NIGERI85.T05,
SSA,Nigeria,National,NGA,1992,1992,x,198.16,0.25,NonGPWG,NGAN1992x,69.39,NGA1992NX.pcb,
SSA,Nigeria,National,NGA,1996.25,1996,x,1115.58,,NonGPWG,NGAN1996x,70.85,NGA1996NX.pcb,
SSA,Nigeria,National,NGA,2003.67,2003,x,2553.465501,,GPWG,NGAN2003x,,NGAN2003x.pcb,
SSA,Nigeria,National,NGA,2009.83,2009,x,5331.520546,,GPWG,NGAN2009x,,NGAN2009x.pcb,
SSA,Nigeria,National,NGA,2018.75,2018,x,16627.6448,,GPWG,NGAN2018x,,NGAN2018x.pcb,
LAC,Nicaragua,National,NIC,1993,1993,x,329.9380747,,GPWG,NICN1993x,,NICN1993x.pcb,
LAC,Nicaragua,National,NIC,1993,1993,y,280.8506303,,GPWG,NICN1993y,,NICN1993y.pcb,
LAC,Nicaragua,National,NIC,1998,1998,x,535.3339484,,GPWG,NICN1998x,,NICN1998x.pcb,
LAC,Nicaragua,National,NIC,1998,1998,y,569.9659759,,GPWG,NICN1998y,,NICN1998y.pcb,
LAC,Nicaragua,National,NIC,2001,2001,x,650.121513,,GPWG,NICN2001x,,NICN2001x.pcb,
LAC,Nicaragua,National,NIC,2001,2001,y,894.4842862,,GPWG,NICN2001y,,NICN2001y.pcb,
LAC,Nicaragua,National,NIC,2005,2005,x,842.234975,,GPWG,NICN2005x,,NICN2005x.pcb,
LAC,Nicaragua,National,NIC,2005,2005,y,1334.011345,,GPWG,NICN2005y,,NICN2005y.pcb,
LAC,Nicaragua,National,NIC,2009,2009,y,1922.514763,,GPWG,NICN2009y,,NICN2009y.pcb,
LAC,Nicaragua,National,NIC,2014,2014,y,3718.766297,,GPWG,NICN2014y,,NICN2014y.pcb,
OHI,Netherlands,National,NLD,1983,1983,y,1060.811643,,LIS,NLDN1983y,,NLDN1983y.pcb,
OHI,Netherlands,National,NLD,1987,1987,y,1211.255349,,LIS,NLDN1987y,,NLDN1987y.pcb,
OHI,Netherlands,National,NLD,1990,1990,y,1552.85955,,LIS,NLDN1990y,,NLDN1990y.pcb,
OHI,Netherlands,National,NLD,1993,1993,y,1563.849459,,LIS,NLDN1993y,,NLDN1993y.pcb,
OHI,Netherlands,National,NLD,1999,1999,y,2096.630704,,LIS,NLDN1999y,,NLDN1999y.pcb,
OHI,Netherlands,National,NLD,2004,2004,y,1091.372495,,EU-SILC,NLDN2004y,,NLDN2004y.pcb,
OHI,Netherlands,National,NLD,2005,2005,y,1121.637699,,EU-SILC,NLDN2005y,,NLDN2005y.pcb,
OHI,Netherlands,National,NLD,2006,2006,y,1204.520297,,EU-SILC,NLDN2006y,,NLDN2006y.pcb,
OHI,Netherlands,National,NLD,2007,2007,y,1282.461212,,EU-SILC,NLDN2007y,,NLDN2007y.pcb,
OHI,Netherlands,National,NLD,2008,2008,y,1312.699802,,EU-SILC,NLDN2008y,,NLDN2008y.pcb,
OHI,Netherlands,National,NLD,2009,2009,y,1309.075889,,EU-SILC,NLDN2009y,,NLDN2009y.pcb,
OHI,Netherlands,National,NLD,2010,2010,y,1309.542113,,EU-SILC,NLDN2010y,,NLDN2010y.pcb,
OHI,Netherlands,National,NLD,2011,2011,y,1324.751703,,EU-SILC,NLDN2011y,,NLDN2011y.pcb,
OHI,Netherlands,National,NLD,2012,2012,y,1338.453759,,EU-SILC,NLDN2012y,,NLDN2012y.pcb,
OHI,Netherlands,National,NLD,2013,2013,y,1344.244409,,EU-SILC,NLDN2013y,,NLDN2013y.pcb,
OHI,Netherlands,National,NLD,2014,2014,y,1379.418276,,EU-SILC,NLDN2014y,,NLDN2014y.pcb,
OHI,Netherlands,National,NLD,2015,2015,y,1470.540585,,EU-SILC,NLDN2015y,,NLDN2015y.pcb,
OHI,Netherlands,National,NLD,2016,2016,y,1524.117484,,EU-SILC,NLDN2016y,,NLDN2016y.pcb,
OHI,Netherlands,National,NLD,2017,2017,y,1557.444,,EU-SILC,NLDN2017y,,NLDN2017y.pcb,
OHI,Netherlands,National,NLD,2018,2018,y,1587.350793,,EU-SILC,NLDN2018y,,NLDN2018y.pcb,
OHI,Norway,National,NOR,1979,1979,y,2281.26634,,LIS,NORN1979y,,NORN1979y.pcb,
OHI,Norway,National,NOR,1986,1986,y,5572.189635,,LIS,NORN1986y,,NORN1986y.pcb,
OHI,Norway,National,NOR,1991,1991,y,7720.328529,,LIS,NORN1991y,,NORN1991y.pcb,
OHI,Norway,National,NOR,1995,1995,y,8516.902031,,LIS,NORN1995y,,NORN1995y.pcb,
OHI,Norway,National,NOR,2000,2000,y,11631.20804,,LIS,NORN2000y,,NORN2000y.pcb,
OHI,Norway,National,NOR,2003,2003,y,13235.64142,,EU-SILC,NORN2003y,,NORN2003y.pcb,
OHI,Norway,National,NOR,2004,2004,y,14049.26585,,EU-SILC,NORN2004y,,NORN2004y.pcb,
OHI,Norway,National,NOR,2005,2005,y,14615.30554,,EU-SILC,NORN2005y,,NORN2005y.pcb,
OHI,Norway,National,NOR,2006,2006,y,14368.05353,,EU-SILC,NORN2006y,,NORN2006y.pcb,
OHI,Norway,National,NOR,2007,2007,y,15993.62925,,EU-SILC,NORN2007y,,NORN2007y.pcb,
OHI,Norway,National,NOR,2008,2008,y,17189.20527,,EU-SILC,NORN2008y,,NORN2008y.pcb,
OHI,Norway,National,NOR,2009,2009,y,17585.14498,,EU-SILC,NORN2009y,,NORN2009y.pcb,
OHI,Norway,National,NOR,2010,2010,y,18064.98359,,EU-SILC,NORN2010y,,NORN2010y.pcb,
OHI,Norway,National,NOR,2011,2011,y,19197.90628,,EU-SILC,NORN2011y,,NORN2011y.pcb,
OHI,Norway,National,NOR,2012,2012,y,19777.16821,,EU-SILC,NORN2012y,,NORN2012y.pcb,
OHI,Norway,National,NOR,2013,2013,y,21194.99756,,EU-SILC,NORN2013y,,NORN2013y.pcb,
OHI,Norway,National,NOR,2014,2014,y,21971.58793,,EU-SILC,NORN2014y,,NORN2014y.pcb,
OHI,Norway,National,NOR,2015,2015,y,22717.93533,,EU-SILC,NORN2015y,,NORN2015y.pcb,
OHI,Norway,National,NOR,2016,2016,y,23405.77327,,EU-SILC,NORN2016y,,NORN2016y.pcb,
OHI,Norway,National,NOR,2017,2017,y,23380.82787,,EU-SILC,NORN2017y,,NORN2017y.pcb,
OHI,Norway,National,NOR,2018,2018,y,24214.41147,,EU-SILC,NORN2018y,,NORN2018y.pcb,
SAS,Nepal,National,NPL,1984.5,1984,y,151.84,,Last round,NPLN1984.5y,49.56,NPL85I1.T01,
SAS,Nepal,National,NPL,1995.5,1995,x,607.0508099,,GPWG,NPLN1995x,,NPLN1995x.pcb,
SAS,Nepal,National,NPL,2003.25,2003,x,1320.902081,,GPWG,NPLN2003x,,NPLN2003x.pcb,
SAS,Nepal,National,NPL,2010.17,2010,x,2849.677132,,GPWG,NPLN2010x,,NPLN2010x.pcb,
OHI,Nauru,National,NRU,2012.69,2012,x,281.7488947,,GPWG,NRUN2012x,,NRUN2012x.pcb,
SAS,Pakistan,National,PAK,1987,1987,x,197.02,0.08333,NonGPWG,PAKN1987x,62.23,PAK1987NX.pcb,
SAS,Pakistan,National,PAK,1990.5,1990,x,271.05,,Last round,PAKN1990.5x,63.15,PAK90.pcb,
SAS,Pakistan,National,PAK,1996.5,1996,x,818.52,,Last round,PAKN1996.5x,101.87,PAK96.pcb,
SAS,Pakistan,National,PAK,1998.5,1998,x,930.44,,Last round,PAKN1998.5x,101.34,PAK98.pcb,
SAS,Pakistan,National,PAK,2001.5,2001,x,924.3504796,,GPWG,PAKN2001x,,PAKN2001x.pcb,
SAS,Pakistan,National,PAK,2004.5,2004,x,1309.555104,,GPWG,PAKN2004x,,PAKN2004x.pcb,
SAS,Pakistan,National,PAK,2005.5,2005,x,1452.913158,,GPWG,PAKN2005x,,PAKN2005x.pcb,
SAS,Pakistan,National,PAK,2007.5,2007,x,1850.98187,,GPWG,PAKN2007x,,PAKN2007x.pcb,
SAS,Pakistan,National,PAK,2010.5,2010,x,2937.041422,,GPWG,PAKN2010x,,PAKN2010x.pcb,
SAS,Pakistan,National,PAK,2011.5,2011,x,3365.162238,,GPWG,PAKN2011x,,PAKN2011x.pcb,
SAS,Pakistan,National,PAK,2013.5,2013,x,4183.768672,,GPWG,PAKN2013x,,PAKN2013x.pcb,
SAS,Pakistan,National,PAK,2015.5,2015,x,4965.0697,,GPWG,PAKN2015x,,PAKN2015x.pcb,
SAS,Pakistan,National,PAK,2018.5,2018,x,5702.870258,,GPWG,PAKN2018x,,PAKN2018x.pcb,
LAC,Panama,National,PAN,1979,1979,y,86.7,,Last round,PANN1979y,309.45,PANAMA79.T05,
LAC,Panama,National,PAN,1989,1989,y,103.36,,Last round,PANN1989y,288.8,pan89all.pcb,
LAC,Panama,National,PAN,1991,1991,y,112.9355658,,GPWG,PANN1991y,,PANN1991y.pcb,
LAC,Panama,National,PAN,1995,1995,y,150.9662879,,GPWG,PANN1995y,,PANN1995y.pcb,
LAC,Panama,National,PAN,1997,1997,y,160.3815059,,GPWG,PANN1997y,,PANN1997y.pcb,
LAC,Panama,National,PAN,1998,1998,y,154.1303614,,GPWG,PANN1998y,,PANN1998y.pcb,
LAC,Panama,National,PAN,1999,1999,y,164.1289916,,GPWG,PANN1999y,,PANN1999y.pcb,
LAC,Panama,National,PAN,2000,2000,y,177.1799908,,GPWG,PANN2000y,,PANN2000y.pcb,
LAC,Panama,National,PAN,2001,2001,y,155.5111407,,GPWG,PANN2001y,,PANN2001y.pcb,
LAC,Panama,National,PAN,2002,2002,y,172.1604405,,GPWG,PANN2002y,,PANN2002y.pcb,
LAC,Panama,National,PAN,2003,2003,y,175.605546,,GPWG,PANN2003y,,PANN2003y.pcb,
LAC,Panama,National,PAN,2004,2004,y,179.6413971,,GPWG,PANN2004y,,PANN2004y.pcb,
LAC,Panama,National,PAN,2005,2005,y,182.0470951,,GPWG,PANN2005y,,PANN2005y.pcb,
LAC,Panama,National,PAN,2006,2006,y,189.5798926,,GPWG,PANN2006y,,PANN2006y.pcb,
LAC,Panama,National,PAN,2007,2007,y,206.3381782,,GPWG,PANN2007y,,PANN2007y.pcb,
LAC,Panama,National,PAN,2008,2008,y,272.4484304,,GPWG,PANN2008y,,PANN2008y.pcb,
LAC,Panama,National,PAN,2009,2009,y,278.3698768,,GPWG,PANN2009y,,PANN2009y.pcb,
LAC,Panama,National,PAN,2010,2010,y,294.732855,,GPWG,PANN2010y,,PANN2010y.pcb,
LAC,Panama,National,PAN,2011,2011,y,343.8484642,,GPWG,PANN2011y,,PANN2011y.pcb,
LAC,Panama,National,PAN,2012,2012,y,368.9413225,,GPWG,PANN2012y,,PANN2012y.pcb,
LAC,Panama,National,PAN,2013,2013,y,397.9816485,,GPWG,PANN2013y,,PANN2013y.pcb,
LAC,Panama,National,PAN,2014,2014,y,408.6936596,,GPWG,PANN2014y,,PANN2014y.pcb,
LAC,Panama,National,PAN,2015,2015,y,450.6380457,,GPWG,PANN2015y,,PANN2015y.pcb,
LAC,Panama,National,PAN,2016,2016,y,474.0390989,,GPWG,PANN2016y,,PANN2016y.pcb,
LAC,Panama,National,PAN,2017,2017,y,473.2228128,,GPWG,PANN2017y,,PANN2017y.pcb,
LAC,Panama,National,PAN,2018,2018,y,505.3985491,,GPWG,PANN2018y,,PANN2018y.pcb,
LAC,Panama,National,PAN,2019,2019,y,521.3147349,,GPWG,PANN2019y,,PANN2019y.pcb,
LAC,Peru,National,PER,1985.5,1985,x,0.0004,,Last round,PERN1985.5x,179.74,PER85.pcb,
LAC,Peru,National,PER,1994,1994,x,152.1900412,,GPWG,PERN1994x,,PERN1994x.pcb,
LAC,Peru,National,PER,1997,1997,y,270.7925295,,GPWG,PERN1997y,,PERN1997y.pcb,
LAC,Peru,National,PER,1998,1998,y,313.0039135,,GPWG,PERN1998y,,PERN1998y.pcb,
LAC,Peru,National,PER,1999,1999,y,319.375248,,GPWG,PERN1999y,,PERN1999y.pcb,
LAC,Peru,National,PER,2000,2000,y,284.6139496,,GPWG,PERN2000y,,PERN2000y.pcb,
LAC,Peru,National,PER,2001,2001,y,287.8775095,,GPWG,PERN2001y,,PERN2001y.pcb,
LAC,Peru,National,PER,2002,2002,y,337.0566409,,GPWG,PERN2002y,,PERN2002y.pcb,
LAC,Peru,National,PER,2003,2003,y,354.7218129,,GPWG,PERN2003y,,PERN2003y.pcb,
LAC,Peru,National,PER,2004,2004,y,334.2925822,,GPWG,PERN2004y,,PERN2004y.pcb,
LAC,Peru,National,PER,2005,2005,y,325.1495686,,GPWG,PERN2005y,,PERN2005y.pcb,
LAC,Peru,National,PER,2006,2006,y,373.2028013,,GPWG,PERN2006y,,PERN2006y.pcb,
LAC,Peru,National,PER,2007,2007,y,426.933274,,GPWG,PERN2007y,,PERN2007y.pcb,
LAC,Peru,National,PER,2008,2008,y,468.3150775,,GPWG,PERN2008y,,PERN2008y.pcb,
LAC,Peru,National,PER,2009,2009,y,503.235087,,GPWG,PERN2009y,,PERN2009y.pcb,
LAC,Peru,National,PER,2010,2010,y,534.6149691,,GPWG,PERN2010y,,PERN2010y.pcb,
LAC,Peru,National,PER,2011,2011,y,571.2408018,,GPWG,PERN2011y,,PERN2011y.pcb,
LAC,Peru,National,PER,2012,2012,y,624.6770839,,GPWG,PERN2012y,,PERN2012y.pcb,
LAC,Peru,National,PER,2013,2013,y,648.3322764,,GPWG,PERN2013y,,PERN2013y.pcb,
LAC,Peru,National,PER,2014,2014,y,673.7442446,,GPWG,PERN2014y,,PERN2014y.pcb,
LAC,Peru,National,PER,2015,2015,y,703.4477869,,GPWG,PERN2015y,,PERN2015y.pcb,
LAC,Peru,National,PER,2016,2016,y,753.3030688,,GPWG,PERN2016y,,PERN2016y.pcb,
LAC,Peru,National,PER,2017,2017,y,764.5893125,,GPWG,PERN2017y,,PERN2017y.pcb,
LAC,Peru,National,PER,2018,2018,y,805.1850878,,GPWG,PERN2018y,,PERN2018y.pcb,
LAC,Peru,National,PER,2019,2019,y,824.0879058,,GPWG,PERN2019y,,PERN2019y.pcb,
EAP,Philippines,National,PHL,1985,1985,x,406.1,,Last round,PHLN1985x,118.88,PHILIP85.T05,
EAP,Philippines,National,PHL,1988,1988,x,510.6756703,,GPWG,PHLN1988x,,PHLN1988x.pcb,
EAP,Philippines,National,PHL,1991,1991,x,821.79,,Last round,PHLN1991x,133.66,PHILIP91.T05,
EAP,Philippines,National,PHL,1994,1994,x,1066.42,,NonGPWG,PHLN1994x,135.44,PHILIP94.T05,
EAP,Philippines,National,PHL,1997,1997,x,1621.208254,,GPWG,PHLN1997x,,PHLN1997x.pcb,
EAP,Philippines,National,PHL,2000,2000,x,1846.886876,,GPWG,PHLN2000x,,PHLN2000x.pcb,
EAP,Philippines,National,PHL,2000,2000,y,2252.148132,,GPWG,PHLN2000y,,PHLN2000y.pcb,
EAP,Philippines,National,PHL,2003,2003,x,2082.432076,,GPWG,PHLN2003x,,PHLN2003x.pcb,
EAP,Philippines,National,PHL,2003,2003,y,2489.425182,,GPWG,PHLN2003y,,PHLN2003y.pcb,
EAP,Philippines,National,PHL,2006,2006,x,2496.500773,,GPWG,PHLN2006x,,PHLN2006x.pcb,
EAP,Philippines,National,PHL,2006,2006,y,2923.594961,,GPWG,PHLN2006y,,PHLN2006y.pcb,
EAP,Philippines,National,PHL,2009,2009,x,3040.295303,,GPWG,PHLN2009x,,PHLN2009x.pcb,
EAP,Philippines,National,PHL,2009,2009,y,3567.533871,,GPWG,PHLN2009y,,PHLN2009y.pcb,
EAP,Philippines,National,PHL,2012,2012,x,3352.927889,,GPWG,PHLN2012x,,PHLN2012x.pcb,
EAP,Philippines,National,PHL,2012,2012,y,4091.647533,,GPWG,PHLN2012y,,PHLN2012y.pcb,
EAP,Philippines,National,PHL,2015,2015,x,3829.077436,,GPWG,PHLN2015x,,PHLN2015x.pcb,
EAP,Philippines,National,PHL,2015,2015,y,4764.931942,,GPWG,PHLN2015y,,PHLN2015y.pcb,
EAP,Philippines,National,PHL,2018,2018,x,4379.027908,,GPWG,PHLN2018x,,PHLN2018x.pcb,
EAP,Philippines,National,PHL,2018,2018,y,5762.765613,,GPWG,PHLN2018y,,PHLN2018y.pcb,
EAP,Papua New Guinea,National,PNG,1996,1996,x,58.40356358,,GPWG,PNGN1996x,,PNGN1996x.pcb,
EAP,Papua New Guinea,National,PNG,2009.67,2009,x,194.5943789,,GPWG,PNGN2009x,,PNGN2009x.pcb,
