Region,countryName,Coverage,CountryCode,SurveyTime,CPI_Time,DataType,SurveyMean_LCU,currency,source,SurveyID,SurveyMean_PPP,DistributionFileName,Comment
OHI,Italy,National,ITA,2011,2011,y,1051.66224,,EU-SILC,ITAN2011y,,ITAN2011y.pcb,
OHI,Italy,National,ITA,2012,2012,y,1034.74481,,EU-SILC,ITAN2012y,,ITAN2012y.pcb,
OHI,Italy,National,ITA,2013,2013,y,1035.438639,,EU-SILC,ITAN2013y,,ITAN2013y.pcb,
OHI,Italy,National,ITA,2014,2014,y,1033.543013,,EU-SILC,ITAN2014y,,ITAN2014y.pcb,
OHI,Italy,National,ITA,2015,2015,y,1059.747555,,EU-SILC,ITAN2015y,,ITAN2015y.pcb,
OHI,Italy,National,ITA,2016,2016,y,1084.06007,,EU-SILC,ITAN2016y,,ITAN2016y.pcb,
OHI,Italy,National,ITA,2017,2017,y,1116.544692,,EU-SILC,ITAN2017y,,ITAN2017y.pcb,
LAC,Jamaica,National,JAM,1988,1988,x,393.5,,Last round,JAMN1988x,233.89,JAMAIC88.T05,
LAC,Jamaica,National,JAM,1990,1990,x,592.0509699,,GPWG,JAMN1990x,,JAMN1990x.pcb,
LAC,Jamaica,National,JAM,1993,1993,x,1398.49,,Last round,JAMN1993x,164.5,JAMAIC93.T05,
LAC,Jamaica,National,JAM,1996,1996,x,3690.79878,,GPWG,JAMN1996x,,JAMN1996x.pcb,
LAC,Jamaica,National,JAM,1999,1999,x,6252.121816,,GPWG,JAMN1999x,,JAMN1999x.pcb,
LAC,Jamaica,National,JAM,2002,2002,x,8341.172049,,GPWG,JAMN2002x,,JAMN2002x.pcb,
LAC,Jamaica,National,JAM,2004,2004,x,10317.10088,,GPWG,JAMN2004x,,JAMN2004x.pcb,
MNA,Jordan,National,JOR,1986.5,1986,x,44.16,,Last round,JORN1986.5x,336.9,JORDAN87.T05,
MNA,Jordan,National,JOR,1992,1992,x,60.74,,Last round,JORN1992x,264.84,JORDAN92.T05,
MNA,Jordan,National,JOR,1997,1997,x,63.5,,Last round,JORN1997x,230.48,JORDAN97.T05,
MNA,Jordan,National,JOR,2002.5,2002,x,81.45266948,,GPWG,JORN2002x,,JORN2002x.pcb,
MNA,Jordan,National,JOR,2006.14,2006,x,102.5588304,,GPWG,JORN2006x,,JORN2006x.pcb,
MNA,Jordan,National,JOR,2008.16,2008,x,121.2765121,,GPWG,JORN2008x,,JORN2008x.pcb,
MNA,Jordan,National,JOR,2010.24,2010,x,143.4202275,,GPWG,JORN2010x,,JORN2010x.pcb,
OHI,Japan,National,JPN,2008,2008,y,145080.8152,,LIS,JPNN2008y,,JPNN2008y.pcb,
OHI,Japan,National,JPN,2010,2010,y,171335.5999,,LIS,JPNN2010y,,JPNN2010y.pcb,
OHI,Japan,National,JPN,2013,2013,y,164569.191,,LIS,JPNN2013y,,JPNN2013y.pcb,
ECA,Kazakhstan,National,KAZ,1993,1993,y,50.68,,Last round,KAZN1993y,174.96,KAZAK93I.T05,
ECA,Kazakhstan,National,KAZ,1996,1996,x,4108.01,0.08333,NonGPWG,KAZN1996x,186.6,KAZ1996NX.pcb,
ECA,Kazakhstan,National,KAZ,2001,2001,x,5962.679448,,GPWG,KAZN2001x,,KAZN2001x.pcb,
ECA,Kazakhstan,National,KAZ,2002,2002,x,6669.78456,,GPWG,KAZN2002x,,KAZN2002x.pcb,
ECA,Kazakhstan,National,KAZ,2003,2003,x,7632.916921,,GPWG,KAZN2003x,,KAZN2003x.pcb,
ECA,Kazakhstan,National,KAZ,2004,2004,x,8641.341183,,GPWG,KAZN2004x,,KAZN2004x.pcb,
ECA,Kazakhstan,National,KAZ,2005,2005,x,10179.72401,,GPWG,KAZN2005x,,KAZN2005x.pcb,
ECA,Kazakhstan,National,KAZ,2006,2006,x,12374.31453,,GPWG,KAZN2006x,,KAZN2006x.pcb,
ECA,Kazakhstan,National,KAZ,2007,2007,x,15895.81294,,GPWG,KAZN2007x,,KAZN2007x.pcb,
ECA,Kazakhstan,National,KAZ,2008,2008,x,18508.93123,,GPWG,KAZN2008x,,KAZN2008x.pcb,
ECA,Kazakhstan,National,KAZ,2009,2009,x,19603.11128,,GPWG,KAZN2009x,,KAZN2009x.pcb,
ECA,Kazakhstan,National,KAZ,2010,2010,x,22389.78404,,GPWG,KAZN2010x,,KAZN2010x.pcb,
ECA,Kazakhstan,National,KAZ,2011,2011,x,28815.61392,,GPWG,KAZN2011x,,KAZN2011x.pcb,
ECA,Kazakhstan,National,KAZ,2012,2012,x,30818.52336,,GPWG,KAZN2012x,,KAZN2012x.pcb,
ECA,Kazakhstan,National,KAZ,2013,2013,x,34192.17161,,GPWG,KAZN2013x,,KAZN2013x.pcb,
ECA,Kazakhstan,National,KAZ,2014,2014,x,35654.89304,,GPWG,KAZN2014x,,KAZN2014x.pcb,
ECA,Kazakhstan,National,KAZ,2015,2015,x,36297.45979,,GPWG,KAZN2015x,,KAZN2015x.pcb,
ECA,Kazakhstan,National,KAZ,2016,2016,x,38442.98581,,GPWG,KAZN2016x,,KAZN2016x.pcb,
ECA,Kazakhstan,National,KAZ,2017,2017,x,44452.00873,,GPWG,KAZN2017x,,KAZN2017x.pcb,
ECA,Kazakhstan,National,KAZ,2018,2018,x,50195.61187,,GPWG,KAZN2018x,,KAZN2018x.pcb,
SSA,Kenya,National,KEN,1992,1992,x,856.9,,Last round,KENN1992x,208.04,KENYA92.T05,
SSA,Kenya,National,KEN,1994,1994,x,1078.997779,,GPWG,KENN1994x,,KENN1994x.pcb,
SSA,Kenya,National,KEN,1997,1997,x,1429.502639,,GPWG,KENN1997x,,KENN1997x.pcb,
SSA,Kenya,National,KEN,2005.38,2005,x,2128.117957,,GPWG,KENN2005x,,KENN2005x.pcb,
SSA,Kenya,National,KEN,2015.67,2015,x,4881.966185,,GPWG,KENN2015x,,KENN2015x.pcb,
ECA,Kyrgyz Republic,National,KGZ,1998,1998,y,7028.841059,0.08333,GPWG,KGZN1998y,,KGZN1998y.pcb,
ECA,Kyrgyz Republic,National,KGZ,2000,2000,x,574.1153814,,GPWG,KGZN2000x,,KGZN2000x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2001,2001,x,649.7281395,,GPWG,KGZN2001x,,KGZN2001x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2002,2002,x,680.5899205,,GPWG,KGZN2002x,,KGZN2002x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2003,2003,x,736.7485893,,GPWG,KGZN2003x,,KGZN2003x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2004,2004,x,1144.457389,,GPWG,KGZN2004x,,KGZN2004x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2005,2005,x,1067.456332,,GPWG,KGZN2005x,,KGZN2005x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2006,2006,x,1479.012875,,GPWG,KGZN2006x,,KGZN2006x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2007,2007,x,1549.099487,,GPWG,KGZN2007x,,KGZN2007x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2008,2008,x,2166.417495,,GPWG,KGZN2008x,,KGZN2008x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2009,2009,x,2363.130371,,GPWG,KGZN2009x,,KGZN2009x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2010,2010,x,2430.515473,,GPWG,KGZN2010x,,KGZN2010x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2011,2011,x,2826.734014,,GPWG,KGZN2011x,,KGZN2011x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2012,2012,x,2805.107234,,GPWG,KGZN2012x,,KGZN2012x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2013,2013,x,2947.905361,,GPWG,KGZN2013x,,KGZN2013x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2014,2014,x,3312.859979,,GPWG,KGZN2014x,,KGZN2014x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2015,2015,x,3469.989516,,GPWG,KGZN2015x,,KGZN2015x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2016,2016,x,3552.75406,,GPWG,KGZN2016x,,KGZN2016x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2017,2017,x,3690.728004,,GPWG,KGZN2017x,,KGZN2017x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2018,2018,x,4005.578536,,GPWG,KGZN2018x,,KGZN2018x.pcb,
ECA,Kyrgyz Republic,National,KGZ,2019,2019,x,4291.654637,,GPWG,KGZN2019x,,KGZN2019x.pcb,
EAP,Kiribati,National,KIR,2006,2006,x,130.8765841,,GPWG,KIRN2006x,,KIRN2006x.pcb,
OHI,"Korea, Republic of",National,KOR,2006,2006,y,825060.5485,,LIS,KORN2006y,,KORN2006y.pcb,
OHI,"Korea, Republic of",National,KOR,2008,2008,y,915111.4875,,LIS,KORN2008y,,KORN2008y.pcb,
OHI,"Korea, Republic of",National,KOR,2010,2010,y,981367.9593,,LIS,KORN2010y,,KORN2010y.pcb,
OHI,"Korea, Republic of",National,KOR,2012,2012,y,1101266.927,,LIS,KORN2012y,,KORN2012y.pcb,
OHI,"Korea, Republic of",National,KOR,2014,2014,y,1184863.446,,LIS,KORN2014y,,KORN2014y.pcb,
OHI,"Korea, Republic of",National,KOR,2016,2016,y,1255951.032,,LIS,KORN2016y,,KORN2016y.pcb,
EAP,Lao People's Democratic Republic,National,LAO,1992.2,1992,x,11815.24,,Last round,LAON1992.2x,106.31,LAO92.pcb,
EAP,Lao People's Democratic Republic,National,LAO,1997.2,1997,x,24970.16,,Last round,LAON1997.2x,98.41,LAO97.pcb,
EAP,Lao People's Democratic Republic,National,LAO,2002.25,2002,x,143226.2238,,GPWG,LAON2002x,,LAON2002x.pcb,
EAP,Lao People's Democratic Republic,National,LAO,2007.23,2007,x,279908.1296,,GPWG,LAON2007x,,LAON2007x.pcb,
EAP,Lao People's Democratic Republic,National,LAO,2012.25,2012,x,455936.4706,,GPWG,LAON2012x,,LAON2012x.pcb,
EAP,Lao People's Democratic Republic,National,LAO,2018.42,2018,x,643146.959,,GPWG,LAON2018x,,LAON2018x.pcb,
MNA,Lebanon,National,LBN,2011.77,2011,x,649005.8281,,GPWG,LBNN2011x,,LBNN2011x.pcb,
SSA,Liberia,National,LBR,2007,2007,x,1519.061937,,GPWG,LBRN2007x,,LBRN2007x.pcb,
SSA,Liberia,National,LBR,2014,2014,x,4263.801638,,GPWG,LBRN2014x,,LBRN2014x.pcb,
SSA,Liberia,National,LBR,2016,2016,x,5042.548588,,GPWG,LBRN2016x,,LBRN2016x.pcb,
LAC,St. Lucia,National,LCA,1995,1995,y,149.52,,Last round,LCAN1995y,103.13,STLUCI95.T05,
LAC,St. Lucia,National,LCA,2016,2016,y,,,GPWG group,LCAN2016y,,LCA2016y.pcb,
SAS,Sri Lanka,National,LKA,1985,1985,x,403.38,,Last round,LKAN1985x,126.48,SRILAN85.T05,
SAS,Sri Lanka,National,LKA,1990.5,1990,x,806.0340597,,GPWG,LKAN1990x,,LKAN1990x.pcb,
SAS,Sri Lanka,National,LKA,1995.5,1995,x,1454.637568,,GPWG,LKAN1995x,,LKAN1995x.pcb,
SAS,Sri Lanka,National,LKA,2002,2002,x,3054.52743,,GPWG,LKAN2002x,,LKAN2002x.pcb,
SAS,Sri Lanka,National,LKA,2006.5,2006,x,5446.810125,,GPWG,LKAN2006x,,LKAN2006x.pcb,
SAS,Sri Lanka,National,LKA,2009.5,2009,x,7700.223019,,GPWG,LKAN2009x,,LKAN2009x.pcb,
SAS,Sri Lanka,National,LKA,2012.5,2012,x,10731.96446,,GPWG,LKAN2012x,,LKAN2012x.pcb,
SAS,Sri Lanka,National,LKA,2016,2016,x,14217.14651,,GPWG,LKAN2016x,,LKAN2016x.pcb,
SSA,Lesotho,National,LSO,1986.54,1986,x,48.6,,Last round,LSON1986.54x,52.45,LESOTH86.T05,
SSA,Lesotho,National,LSO,1994.45,1994,x,159.51,,Last round,LSON1994.45x,65.24,LSO94.pcb,
SSA,Lesotho,National,LSO,2002.75,2002,x,164.2362459,,GPWG,LSON2002x,,LSON2002x.pcb,
SSA,Lesotho,National,LSO,2017.14,2017,x,744.7195603,,GPWG,LSON2017x,,LSON2017x.pcb,
ECA,Lithuania,National,LTU,1993,1993,y,57,,Last round,LTUN1993y,155.81,LITHU93I.T05,
ECA,Lithuania,National,LTU,1996,1996,x,335.5,,Last round,LTUN1996x,306.1,LITHU96X.T05,
ECA,Lithuania,National,LTU,1998,1998,x,408.574032,,GPWG,LTUN1998x,,LTUN1998x.pcb,
ECA,Lithuania,National,LTU,1999,1999,x,406.3736375,,GPWG,LTUN1999x,,LTUN1999x.pcb,
ECA,Lithuania,National,LTU,2000,2000,x,386.7003926,,GPWG,LTUN2000x,,LTUN2000x.pcb,
ECA,Lithuania,National,LTU,2001,2001,x,390.0927086,,GPWG,LTUN2001x,,LTUN2001x.pcb,
ECA,Lithuania,National,LTU,2002,2002,x,390.7790925,,GPWG,LTUN2002x,,LTUN2002x.pcb,
ECA,Lithuania,National,LTU,2003,2003,x,531.881276,,GPWG,LTUN2003x,,LTUN2003x.pcb,
ECA,Lithuania,National,LTU,2004,2004,x,557.7301238,,GPWG,LTUN2004x,,LTUN2004x.pcb,
ECA,Lithuania,National,LTU,2004,2004,y,485.838641,,EU-SILC,LTUN2004y,,LTUN2004y.pcb,
ECA,Lithuania,National,LTU,2005,2005,y,577.7314736,,EU-SILC,LTUN2005y,,LTUN2005y.pcb,
ECA,Lithuania,National,LTU,2006,2006,y,746.4106021,,EU-SILC,LTUN2006y,,LTUN2006y.pcb,
ECA,Lithuania,National,LTU,2007,2007,y,936.4972549,,EU-SILC,LTUN2007y,,LTUN2007y.pcb,
ECA,Lithuania,National,LTU,2008,2008,x,899.4980999,,GPWG,LTUN2008x,,LTUN2008x.pcb,
ECA,Lithuania,National,LTU,2008,2008,y,1112.085604,,EU-SILC,LTUN2008y,,LTUN2008y.pcb,
ECA,Lithuania,National,LTU,2009,2009,y,962.6218153,,EU-SILC,LTUN2009y,,LTUN2009y.pcb,
ECA,Lithuania,National,LTU,2010,2010,y,877.5068878,,EU-SILC,LTUN2010y,,LTUN2010y.pcb,
ECA,Lithuania,National,LTU,2011,2011,y,999.1584693,,EU-SILC,LTUN2011y,,LTUN2011y.pcb,
ECA,Lithuania,National,LTU,2012,2012,y,1109.091704,,EU-SILC,LTUN2012y,,LTUN2012y.pcb,
ECA,Lithuania,National,LTU,2013,2013,y,1170.630128,,EU-SILC,LTUN2013y,,LTUN2013y.pcb,
ECA,Lithuania,National,LTU,2014,2014,y,1280.314737,,EU-SILC,LTUN2014y,,LTUN2014y.pcb,
ECA,Lithuania,National,LTU,2015,2015,y,404.6211742,,EU-SILC,LTUN2015y,,LTUN2015y.pcb,
ECA,Lithuania,National,LTU,2016,2016,y,436.7983864,,EU-SILC,LTUN2016y,,LTUN2016y.pcb,
ECA,Lithuania,National,LTU,2017,2017,y,482.4576007,,EU-SILC,LTUN2017y,,LTUN2017y.pcb,
ECA,Lithuania,National,LTU,2018,2018,y,532.0559247,,EU-SILC,LTUN2018y,,LTUN2018y.pcb,
OHI,Luxembourg,National,LUX,1985,1985,y,25233.50966,,LIS,LUXN1985y,,LUXN1985y.pcb,
OHI,Luxembourg,National,LUX,1991,1991,y,40614.95733,,LIS,LUXN1991y,,LUXN1991y.pcb,
OHI,Luxembourg,National,LUX,1994,1994,y,47835.4932,,LIS,LUXN1994y,,LUXN1994y.pcb,
OHI,Luxembourg,National,LUX,1997,1997,y,52827.78252,,LIS,LUXN1997y,,LUXN1997y.pcb,
OHI,Luxembourg,National,LUX,2000,2000,y,61180.31282,,LIS,LUXN2000y,,LUXN2000y.pcb,
OHI,Luxembourg,National,LUX,2003,2003,y,1708.780122,,EU-SILC,LUXN2003y,,LUXN2003y.pcb,
OHI,Luxembourg,National,LUX,2004,2004,y,1794.04311,,EU-SILC,LUXN2004y,,LUXN2004y.pcb,
OHI,Luxembourg,National,LUX,2005,2005,y,1900.660542,,EU-SILC,LUXN2005y,,LUXN2005y.pcb,
OHI,Luxembourg,National,LUX,2006,2006,y,1928.716479,,EU-SILC,LUXN2006y,,LUXN2006y.pcb,
OHI,Luxembourg,National,LUX,2007,2007,y,1999.114972,,EU-SILC,LUXN2007y,,LUXN2007y.pcb,
OHI,Luxembourg,National,LUX,2008,2008,y,2060.905748,,EU-SILC,LUXN2008y,,LUXN2008y.pcb,
OHI,Luxembourg,National,LUX,2009,2009,y,2060.997087,,EU-SILC,LUXN2009y,,LUXN2009y.pcb,
OHI,Luxembourg,National,LUX,2010,2010,y,2068.176401,,EU-SILC,LUXN2010y,,LUXN2010y.pcb,
OHI,Luxembourg,National,LUX,2011,2011,y,2113.758189,,EU-SILC,LUXN2011y,,LUXN2011y.pcb,
OHI,Luxembourg,National,LUX,2012,2012,y,2199.8237,,EU-SILC,LUXN2012y,,LUXN2012y.pcb,
OHI,Luxembourg,National,LUX,2013,2013,y,2223.302806,,EU-SILC,LUXN2013y,,LUXN2013y.pcb,
OHI,Luxembourg,National,LUX,2014,2014,y,2258.177971,,EU-SILC,LUXN2014y,,LUXN2014y.pcb,
OHI,Luxembourg,National,LUX,2015,2015,y,2119.052742,,EU-SILC,LUXN2015y,,LUXN2015y.pcb,
OHI,Luxembourg,National,LUX,2016,2016,y,2302.669882,,EU-SILC,LUXN2016y,,LUXN2016y.pcb,
OHI,Luxembourg,National,LUX,2017,2017,y,2347.109353,,EU-SILC,LUXN2017y,,LUXN2017y.pcb,
OHI,Luxembourg,National,LUX,2018,2018,y,2502.601637,,EU-SILC,LUXN2018y,,LUXN2018y.pcb,
ECA,Latvia,National,LVA,1993,1993,y,23.46,,Last round,LVAN1993y,244.53,LATVI93I.T05,
ECA,Latvia,National,LVA,1995,1995,y,47.2,,Last round,LVAN1995y,289.63,Latvi95y.T05,
ECA,Latvia,National,LVA,1996,1996,y,53.88,,Last round,LVAN1996y,281.09,LATVI96Y.T05,
ECA,Latvia,National,LVA,1997,1997,x,57.58153392,,GPWG,LVAN1997x,,LVAN1997x.pcb,
ECA,Latvia,National,LVA,1998,1998,x,61.4477687,,GPWG,LVAN1998x,,LVAN1998x.pcb,
ECA,Latvia,National,LVA,2002,2002,x,91.01488838,,GPWG,LVAN2002x,,LVAN2002x.pcb,
ECA,Latvia,National,LVA,2003,2003,x,106.8783203,,GPWG,LVAN2003x,,LVAN2003x.pcb,
ECA,Latvia,National,LVA,2004,2004,x,113.3802411,,GPWG,LVAN2004x,,LVAN2004x.pcb,
ECA,Latvia,National,LVA,2004,2004,y,100.6689553,,EU-SILC,LVAN2004y,,LVAN2004y.pcb,
ECA,Latvia,National,LVA,2005,2005,y,123.0026961,,EU-SILC,LVAN2005y,,LVAN2005y.pcb,
ECA,Latvia,National,LVA,2006,2006,y,155.5867266,,EU-SILC,LVAN2006y,,LVAN2006y.pcb,
ECA,Latvia,National,LVA,2007,2007,x,199.6677375,,GPWG,LVAN2007x,,LVAN2007x.pcb,
ECA,Latvia,National,LVA,2007,2007,y,222.9179967,,EU-SILC,LVAN2007y,,LVAN2007y.pcb,
ECA,Latvia,National,LVA,2008,2008,x,230.5321014,,GPWG,LVAN2008x,,LVAN2008x.pcb,
ECA,Latvia,National,LVA,2008,2008,y,250.5076222,,EU-SILC,LVAN2008y,,LVAN2008y.pcb,
ECA,Latvia,National,LVA,2009,2009,x,194.2598934,,GPWG,LVAN2009x,,LVAN2009x.pcb,
ECA,Latvia,National,LVA,2009,2009,y,213.5493949,,EU-SILC,LVAN2009y,,LVAN2009y.pcb,
ECA,Latvia,National,LVA,2010,2010,y,199.5603023,,EU-SILC,LVAN2010y,,LVAN2010y.pcb,
ECA,Latvia,National,LVA,2011,2011,y,212.7919186,,EU-SILC,LVAN2011y,,LVAN2011y.pcb,
ECA,Latvia,National,LVA,2012,2012,y,223.5260044,,EU-SILC,LVAN2012y,,LVAN2012y.pcb,
ECA,Latvia,National,LVA,2013,2013,y,247.3544189,,EU-SILC,LVAN2013y,,LVAN2013y.pcb,
ECA,Latvia,National,LVA,2014,2014,y,388.1481444,,EU-SILC,LVAN2014y,,LVAN2014y.pcb,
ECA,Latvia,National,LVA,2015,2015,y,417.8354721,,EU-SILC,LVAN2015y,,LVAN2015y.pcb,
ECA,Latvia,National,LVA,2016,2016,y,439.4815891,,EU-SILC,LVAN2016y,,LVAN2016y.pcb,
ECA,Latvia,National,LVA,2017,2017,y,490.4662426,,EU-SILC,LVAN2017y,,LVAN2017y.pcb,
ECA,Latvia,National,LVA,2018,2018,y,547.58188,,EU-SILC,LVAN2018y,,LVAN2018y.pcb,
MNA,Morocco,National,MAR,1984.5,1984,x,301.88,,Last round,MARN1984.5x,166.94,MOROCC85.T05,
MNA,Morocco,National,MAR,1990.77,1990,x,562.5498827,,GPWG,MARN1990x,,MARN1990x.pcb,
MNA,Morocco,National,MAR,1998.15,1998,x,651.5440502,,GPWG,MARN1998x,,MARN1998x.pcb,
MNA,Morocco,National,MAR,2000.83,2000,x,690.0105338,,GPWG,MARN2000x,,MARN2000x.pcb,
MNA,Morocco,National,MAR,2006.91,2006,x,936.0865338,,GPWG,MARN2006x,,MARN2006x.pcb,
MNA,Morocco,National,MAR,2013.5,2013,x,1322.973604,,GPWG,MARN2013x,,MARN2013x.pcb,
ECA,Moldova,National,MDA,1997,1997,x,141.63,0.08333,NonGPWG,MDAN1997x,136.55,MDA1997NX.pcb,
ECA,Moldova,National,MDA,1998,1998,x,125.3258176,,GPWG,MDAN1998x,,MDAN1998x.pcb,
ECA,Moldova,National,MDA,1999,1999,x,152.8236426,,GPWG,MDAN1999x,,MDAN1999x.pcb,
ECA,Moldova,National,MDA,2000,2000,x,185.8027523,,GPWG,MDAN2000x,,MDAN2000x.pcb,
ECA,Moldova,National,MDA,2001,2001,x,242.6841392,,GPWG,MDAN2001x,,MDAN2001x.pcb,
ECA,Moldova,National,MDA,2002,2002,x,314.9251067,,GPWG,MDAN2002x,,MDAN2002x.pcb,
ECA,Moldova,National,MDA,2003,2003,x,420.0828301,,GPWG,MDAN2003x,,MDAN2003x.pcb,
ECA,Moldova,National,MDA,2004,2004,x,464.4027134,,GPWG,MDAN2004x,,MDAN2004x.pcb,
ECA,Moldova,National,MDA,2005,2005,x,470.1789428,,GPWG,MDAN2005x,,MDAN2005x.pcb,
ECA,Moldova,National,MDA,2006,2006,x,901.6865567,,GPWG,MDAN2006x,,MDAN2006x.pcb,
ECA,Moldova,National,MDA,2007,2007,x,1145.543543,,GPWG,MDAN2007x,,MDAN2007x.pcb,
ECA,Moldova,National,MDA,2008,2008,x,1259.935628,,GPWG,MDAN2008x,,MDAN2008x.pcb,
ECA,Moldova,National,MDA,2009,2009,x,1256.976643,,GPWG,MDAN2009x,,MDAN2009x.pcb,
ECA,Moldova,National,MDA,2010,2010,x,1380.003172,,GPWG,MDAN2010x,,MDAN2010x.pcb,
ECA,Moldova,National,MDA,2011,2011,x,1524.432536,,GPWG,MDAN2011x,,MDAN2011x.pcb,
ECA,Moldova,National,MDA,2012,2012,x,1556.666624,,GPWG,MDAN2012x,,MDAN2012x.pcb,
ECA,Moldova,National,MDA,2013,2013,x,1741.895589,,GPWG,MDAN2013x,,MDAN2013x.pcb,
ECA,Moldova,National,MDA,2014,2014,x,1784.504935,,GPWG,MDAN2014x,,MDAN2014x.pcb,
ECA,Moldova,National,MDA,2015,2015,x,2021.063164,,GPWG,MDAN2015x,,MDAN2015x.pcb,
ECA,Moldova,National,MDA,2016,2016,x,2086.737677,,GPWG,MDAN2016x,,MDAN2016x.pcb,
ECA,Moldova,National,MDA,2017,2017,x,2232.409619,,GPWG,MDAN2017x,,MDAN2017x.pcb,
ECA,Moldova,National,MDA,2018,2018,x,2382.940495,,GPWG,MDAN2018x,,MDAN2018x.pcb,
SSA,Madagascar,National,MDG,1980,1980,x,1000.03,,Last round,MDGN1980x,95.76,MADAGA80.T05,
SSA,Madagascar,National,MDG,1993.3,1993,x,4906.613074,,GPWG,MDGN1993x,,MDGN1993x.pcb,
SSA,Madagascar,National,MDG,1997,1997,x,10894.42115,,GPWG,MDGN1997x,,MDGN1997x.pcb,
SSA,Madagascar,National,MDG,1999,1999,x,12764.69194,,GPWG,MDGN1999x,,MDGN1999x.pcb,
SSA,Madagascar,National,MDG,2001,2001,x,15488.6954,,GPWG,MDGN2001x,,MDGN2001x.pcb,
SSA,Madagascar,National,MDG,2005,2005,x,22323.59808,,GPWG,MDGN2005x,,MDGN2005x.pcb,
SSA,Madagascar,National,MDG,2010,2010,x,30867.11773,,GPWG,MDGN2010x,,MDGN2010x.pcb,
SSA,Madagascar,National,MDG,2012,2012,x,34979.91594,,GPWG,MDGN2012x,,MDGN2012x.pcb,
SAS,Maldives,National,MDV,2002.5,2002,x,1141.243427,,GPWG,MDVN2002x,,MDVN2002x.pcb,
SAS,Maldives,National,MDV,2009.5,2009,x,1849.517928,,GPWG,MDVN2009x,,MDVN2009x.pcb,
SAS,Maldives,National,MDV,2016,2016,x,5634.190829,,GPWG,MDVN2016x,,MDVN2016x.pcb,
LAC,Mexico,National,MEX,1984,1984,y,12618.91343,,GPWG,MEXN1984y,,MEXN1984y.pcb,
LAC,Mexico,National,MEX,1989,1989,y,223632.6071,,GPWG,MEXN1989y,,MEXN1989y.pcb,
LAC,Mexico,National,MEX,1992,1992,y,474646.5551,,GPWG,MEXN1992y,,MEXN1992y.pcb,
LAC,Mexico,National,MEX,1994,1994,y,569.7495163,,GPWG,MEXN1994y,,MEXN1994y.pcb,
LAC,Mexico,National,MEX,1996,1996,y,712.4573009,,GPWG,MEXN1996y,,MEXN1996y.pcb,
LAC,Mexico,National,MEX,1998,1998,y,1146.939429,,GPWG,MEXN1998y,,MEXN1998y.pcb,
LAC,Mexico,National,MEX,2000,2000,y,1762.124204,,GPWG,MEXN2000y,,MEXN2000y.pcb,
LAC,Mexico,National,MEX,2002,2002,y,1963.854795,,GPWG,MEXN2002y,,MEXN2002y.pcb,
LAC,Mexico,National,MEX,2004,2004,y,2293.400456,,GPWG,MEXN2004y,,MEXN2004y.pcb,
LAC,Mexico,National,MEX,2005,2005,y,2421.000424,,GPWG,MEXN2005y,,MEXN2005y.pcb,
LAC,Mexico,National,MEX,2006,2006,y,2638.575502,,GPWG,MEXN2006y,,MEXN2006y.pcb,
LAC,Mexico,National,MEX,2008,2008,y,2943.488099,,GPWG,MEXN2008y,,MEXN2008y.pcb,
LAC,Mexico,National,MEX,2010,2010,y,2988.910799,,GPWG,MEXN2010y,,MEXN2010y.pcb,
LAC,Mexico,National,MEX,2012,2012,y,3495.341686,,GPWG,MEXN2012y,,MEXN2012y.pcb,
LAC,Mexico,National,MEX,2014,2014,y,3587.403463,,GPWG,MEXN2014y,,MEXN2014y.pcb,
LAC,Mexico,National,MEX,2016,2016,y,4232.24468,,GPWG,MEXN2016y,,MEXN2016y.pcb,
LAC,Mexico,National,MEX,2018,2018,y,4833.02002,,GPWG,MEXN2018y,,MEXN2018y.pcb,
ECA,North Macedonia,National,MKD,1998,1998,x,3955.66,,Last round,MKDN1998x,239.01,MACED98X.T05,
ECA,North Macedonia,National,MKD,2000,2000,x,3685.597071,,GPWG,MKDN2000x,,MKDN2000x.pcb,
ECA,North Macedonia,National,MKD,2002,2002,x,6602.218368,,GPWG,MKDN2002x,,MKDN2002x.pcb,
ECA,North Macedonia,National,MKD,2003,2003,x,6508.85909,,GPWG,MKDN2003x,,MKDN2003x.pcb,
ECA,North Macedonia,National,MKD,2004,2004,x,8095.078633,,GPWG,MKDN2004x,,MKDN2004x.pcb,
ECA,North Macedonia,National,MKD,2005,2005,x,7013.776807,,GPWG,MKDN2005x,,MKDN2005x.pcb,
